Tipo,Threads,Tamanho,Execução(ms)
Serial,1,80000,15
Serial,1,80000,15
Serial,1,80000,17
Serial,1,80000,18
Serial,1,80000,19
Paralelo,2,80000,14
Paralelo,2,80000,12
Paralelo,2,80000,12
Paralelo,2,80000,11
Paralelo,2,80000,10
Paralelo,4,80000,8
Paralelo,4,80000,8
Paralelo,4,80000,9
Paralelo,4,80000,9
Paralelo,4,80000,9
Paralelo,8,80000,8
Paralelo,8,80000,9
Paralelo,8,80000,8
Paralelo,8,80000,9
Paralelo,8,80000,8
