Tipo,Threads,Tamanho,Execução(ms)
Serial,1,100000,1597
Serial,1,100000,1539
Serial,1,100000,1213
Serial,1,100000,1307
Serial,1,100000,1266
Paralelo,2,100000,13
Paralelo,2,100000,13
Paralelo,2,100000,16
Paralelo,2,100000,16
Paralelo,2,100000,12
Paralelo,4,100000,11
Paralelo,4,100000,12
Paralelo,4,100000,12
Paralelo,4,100000,13
Paralelo,4,100000,12
Paralelo,8,100000,13
Paralelo,8,100000,25
Paralelo,8,100000,32
Paralelo,8,100000,12
Paralelo,8,100000,12
