Tipo,Threads,Tamanho,Execução(ms)
Serial,1,80000,8
Serial,1,80000,7
Serial,1,80000,9
Serial,1,80000,9
Serial,1,80000,7
Paralelo,2,80000,4
Paralelo,2,80000,4
Paralelo,2,80000,4
Paralelo,2,80000,5
Paralelo,2,80000,4
Paralelo,4,80000,4
Paralelo,4,80000,4
Paralelo,4,80000,4
Paralelo,4,80000,6
Paralelo,4,80000,4
Paralelo,8,80000,5
Paralelo,8,80000,5
Paralelo,8,80000,4
Paralelo,8,80000,4
Paralelo,8,80000,5
