Tipo,Threads,Tamanho,Execução(ms)
Serial,1,10000,124
Serial,1,10000,128
Serial,1,10000,139
Serial,1,10000,157
Serial,1,10000,129
Paralelo,2,10000,377
Paralelo,2,10000,350
Paralelo,2,10000,350
Paralelo,2,10000,322
Paralelo,2,10000,298
Paralelo,4,10000,393
Paralelo,4,10000,363
Paralelo,4,10000,345
Paralelo,4,10000,341
Paralelo,4,10000,348
Paralelo,8,10000,394
Paralelo,8,10000,444
Paralelo,8,10000,381
Paralelo,8,10000,380
Paralelo,8,10000,376
