Tipo,Threads,Tamanho,Execução(ms)
Serial,1,80000,711
Serial,1,80000,748
Serial,1,80000,941
Serial,1,80000,823
Serial,1,80000,748
Paralelo,2,80000,9
Paralelo,2,80000,6
Paralelo,2,80000,7
Paralelo,2,80000,6
Paralelo,2,80000,7
Paralelo,4,80000,7
Paralelo,4,80000,8
Paralelo,4,80000,7
Paralelo,4,80000,6
Paralelo,4,80000,7
Paralelo,8,80000,7
Paralelo,8,80000,8
Paralelo,8,80000,9
Paralelo,8,80000,10
Paralelo,8,80000,10
