Tipo,Threads,Tamanho,Execução(ms)
Serial,1,100000,23
Serial,1,100000,23
Serial,1,100000,38
Serial,1,100000,32
Serial,1,100000,31
Paralelo,2,100000,10
Paralelo,2,100000,1
Paralelo,2,100000,14
Paralelo,2,100000,16
Paralelo,2,100000,20
Paralelo,4,100000,10
Paralelo,4,100000,11
Paralelo,4,100000,8
Paralelo,4,100000,9
Paralelo,4,100000,12
Paralelo,8,100000,10
Paralelo,8,100000,9
Paralelo,8,100000,10
Paralelo,8,100000,10
Paralelo,8,100000,10
