Tipo,Threads,Tamanho,Execução(ms)
Serial,1,100000,17161
Serial,1,100000,17069
Serial,1,100000,19093
Serial,1,100000,20704
Serial,1,100000,20187
Paralelo,2,100000,8597
Paralelo,2,100000,6945
Paralelo,2,100000,7509
Paralelo,2,100000,6939
Paralelo,2,100000,7802
Paralelo,4,100000,7604
Paralelo,4,100000,7523
Paralelo,4,100000,8423
Paralelo,4,100000,8573
Paralelo,4,100000,8120
Paralelo,8,100000,10047
Paralelo,8,100000,10677
Paralelo,8,100000,12452
Paralelo,8,100000,11040
Paralelo,8,100000,8832
