Tipo,Threads,Tamanho,Execução(ms)
Serial,1,100000,13
Serial,1,100000,12
Serial,1,100000,12
Serial,1,100000,12
Serial,1,100000,12
Paralelo,2,100000,8
Paralelo,2,100000,8
Paralelo,2,100000,9
Paralelo,2,100000,8
Paralelo,2,100000,11
Paralelo,4,100000,18
Paralelo,4,100000,17
Paralelo,4,100000,14
Paralelo,4,100000,6
Paralelo,4,100000,6
Paralelo,8,100000,6
Paralelo,8,100000,7
Paralelo,8,100000,6
Paralelo,8,100000,6
Paralelo,8,100000,6
