Tipo,Threads,Tamanho,Execução(ms)
Serial,1,80000,10352
Serial,1,80000,10498
Serial,1,80000,10251
Serial,1,80000,10840
Serial,1,80000,10729
Paralelo,2,80000,4525
Paralelo,2,80000,4718
Paralelo,2,80000,4163
Paralelo,2,80000,4616
Paralelo,2,80000,4848
Paralelo,4,80000,4526
Paralelo,4,80000,4595
Paralelo,4,80000,4766
Paralelo,4,80000,4751
Paralelo,4,80000,4728
Paralelo,8,80000,6219
Paralelo,8,80000,5689
Paralelo,8,80000,5583
Paralelo,8,80000,5502
Paralelo,8,80000,6529
